,lines,chars,avg_word_length
347,anwendbar sind.,15,7.0
348,- Seite 6 von 50 -,18,2.1666666666666665
349,,0,0.0
350,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
351,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
352,,0,0.0
353,"(4) Wird jemand durch die öffentliche Gewalt in seinen Rechten verletzt, so steht ihm der Rechtsweg offen.",106,5.294117647058823
354,"Soweit eine andere Zuständigkeit nicht begründet ist, ist der ordentliche Rechtsweg gegeben. Artikel 10 Abs. 2",110,5.9375
355,Satz 2 bleibt unberührt.,24,5.25
356,,0,0.0
357,II.,3,3.0
358,Der Bund und die Länder,23,3.8
359,Art 20 ,7,3.0
360,,0,0.0
361, ,1,1.0
362,,0,0.0
363,(1) Die Bundesrepublik Deutschland ist ein demokratischer und sozialer Bundesstaat.,83,7.4
364,(2) Alle Staatsgewalt geht vom Volke aus. Sie wird vom Volke in Wahlen und Abstimmungen und durch,97,4.764705882352941
365,"besondere Organe der Gesetzgebung, der vollziehenden Gewalt und der Rechtsprechung ausgeübt.",92,7.454545454545454
366,"(3) Die Gesetzgebung ist an die verfassungsmäßige Ordnung, die vollziehende Gewalt und die Rechtsprechung",105,6.571428571428571
367,sind an Gesetz und Recht gebunden.,34,4.833333333333333
368,"(4) Gegen jeden, der es unternimmt, diese Ordnung zu beseitigen, haben alle Deutschen das Recht zum",99,5.25
369,"Widerstand, wenn andere Abhilfe nicht möglich ist.",50,6.285714285714286
370,Art 20a ,8,3.5
371,,0,0.0
372, ,1,1.0
373,,0,0.0
374,Der Staat schützt auch in Verantwortung für die künftigen Generationen die natürlichen Lebensgrundlagen und,107,6.714285714285714
375,die Tiere im Rahmen der verfassungsmäßigen Ordnung durch die Gesetzgebung und nach Maßgabe von Gesetz,101,5.8
376,und Recht durch die vollziehende Gewalt und die Rechtsprechung.,63,6.111111111111111
377,Art 21 ,7,3.0
378,,0,0.0
379, ,1,1.0
380,,0,0.0
381,(1) Die Parteien wirken bei der politischen Willensbildung des Volkes mit. Ihre Gründung ist frei. Ihre innere,110,5.529411764705882
382,Ordnung muß demokratischen Grundsätzen entsprechen. Sie müssen über die Herkunft und Verwendung ihrer,101,6.846153846153846
383,Mittel sowie über ihr Vermögen öffentlich Rechenschaft geben.,61,6.75
384,"(2) Parteien, die nach ihren Zielen oder nach dem Verhalten ihrer Anhänger darauf ausgehen, die freiheitliche",109,5.875
385,demokratische Grundordnung zu beeinträchtigen oder zu beseitigen oder den Bestand der Bundesrepublik,100,7.416666666666667
386,"Deutschland zu gefährden, sind verfassungswidrig.",49,9.0
387,"(3) Parteien, die nach ihren Zielen oder dem Verhalten ihrer Anhänger darauf ausgerichtet sind, die freiheitliche",113,6.125
388,demokratische Grundordnung zu beeinträchtigen oder zu beseitigen oder den Bestand der Bundesrepublik,100,7.416666666666667
389,"Deutschland zu gefährden, sind von staatlicher Finanzierung ausgeschlossen. Wird der Ausschluss festgestellt, so",112,7.6923076923076925
390,entfällt auch eine steuerliche Begünstigung dieser Parteien und von Zuwendungen an diese Parteien.,98,6.615384615384615
391,(4) Über die Frage der Verfassungswidrigkeit nach Absatz 2 sowie über den Ausschluss von staatlicher,100,5.733333333333333
392,Finanzierung nach Absatz 3 entscheidet das Bundesverfassungsgericht.,68,8.857142857142858
393,(5) Das Nähere regeln Bundesgesetze.,36,6.4
394,Art 22 ,7,3.0
395,,0,0.0
396, ,1,1.0
397,,0,0.0
398,(1) Die Hauptstadt der Bundesrepublik Deutschland ist Berlin. Die Repräsentation des Gesamtstaates in der,105,6.571428571428571
399,Hauptstadt ist Aufgabe des Bundes. Das Nähere wird durch Bundesgesetz geregelt.,79,6.2727272727272725
400,(2) Die Bundesflagge ist schwarz-rot-gold.,42,7.6
401,Art 23 ,7,3.0
402,,0,0.0
403, ,1,1.0
404,,0,0.0
405,(1) Zur Verwirklichung eines vereinten Europas wirkt die Bundesrepublik Deutschland bei der Entwicklung der,107,6.714285714285714
406,"Europäischen Union mit, die demokratischen, rechtsstaatlichen, sozialen und föderativen Grundsätzen und",103,8.454545454545455
407,dem Grundsatz der Subsidiarität verpflichtet ist und einen diesem Grundgesetz im wesentlichen vergleichbaren,108,7.384615384615385
408,Grundrechtsschutz gewährleistet. Der Bund kann hierzu durch Gesetz mit Zustimmung des Bundesrates,97,7.166666666666667
409,Hoheitsrechte übertragen. Für die Begründung der Europäischen Union sowie für Änderungen ihrer vertraglichen,108,7.384615384615385
410,"Grundlagen und vergleichbare Regelungen, durch die dieses Grundgesetz seinem Inhalt nach geändert oder",102,6.923076923076923
411,"ergänzt wird oder solche Änderungen oder Ergänzungen ermöglicht werden, gilt Artikel 79 Abs. 2 und 3.",101,5.375
412,,0,0.0
413,- Seite 7 von 50 -,18,2.1666666666666665
414,,0,0.0
415,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
416,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
417,,0,0.0
418,"(1a) Der Bundestag und der Bundesrat haben das Recht, wegen Verstoßes eines Gesetzgebungsakts der",97,6.0
419,Europäischen Union gegen das Subsidiaritätsprinzip vor dem Gerichtshof der Europäischen Union Klage zu,102,6.923076923076923
420,"erheben. Der Bundestag ist hierzu auf Antrag eines Viertels seiner Mitglieder verpflichtet. Durch Gesetz, das der",113,6.125
421,"Zustimmung des Bundesrates bedarf, können für die Wahrnehmung der Rechte, die dem Bundestag und dem",99,5.666666666666667
422,"Bundesrat in den vertraglichen Grundlagen der Europäischen Union eingeräumt sind, Ausnahmen von Artikel 42",106,6.642857142857143
423,Abs. 2 Satz 1 und Artikel 52 Abs. 3 Satz 1 zugelassen werden.,61,3.769230769230769
424,(2) In Angelegenheiten der Europäischen Union wirken der Bundestag und durch den Bundesrat die Länder mit.,106,5.6875
425,Die Bundesregierung hat den Bundestag und den Bundesrat umfassend und zum frühestmöglichen Zeitpunkt zu,103,6.428571428571429
426,unterrichten.,13,13.0
427,(3) Die Bundesregierung gibt dem Bundestag Gelegenheit zur Stellungnahme vor ihrer Mitwirkung an,96,6.461538461538462
428,Rechtsetzungsakten der Europäischen Union. Die Bundesregierung berücksichtigt die Stellungnahmen des,100,9.1
429,Bundestages bei den Verhandlungen. Das Nähere regelt ein Gesetz.,64,6.222222222222222
430,"(4) Der Bundesrat ist an der Willensbildung des Bundes zu beteiligen, soweit er an einer entsprechenden",103,5.5
431,innerstaatlichen Maßnahme mitzuwirken hätte oder soweit die Länder innerstaatlich zuständig wären.,98,8.0
432,(5) Soweit in einem Bereich ausschließlicher Zuständigkeiten des Bundes Interessen der Länder berührt sind,106,6.642857142857143
433,"oder soweit im übrigen der Bund das Recht zur Gesetzgebung hat, berücksichtigt die Bundesregierung die",102,5.866666666666666
434,"Stellungnahme des Bundesrates. Wenn im Schwerpunkt Gesetzgebungsbefugnisse der Länder, die Einrichtung",102,8.363636363636363
435,"ihrer Behörden oder ihre Verwaltungsverfahren betroffen sind, ist bei der Willensbildung des Bundes insoweit die",112,6.533333333333333
436,Auffassung des Bundesrates maßgeblich zu berücksichtigen; dabei ist die gesamtstaatliche Verantwortung des,106,7.916666666666667
437,"Bundes zu wahren. In Angelegenheiten, die zu Ausgabenerhöhungen oder Einnahmeminderungen für den Bund",101,6.846153846153846
438,"führen können, ist die Zustimmung der Bundesregierung erforderlich.",67,7.5
439,(6) Wenn im Schwerpunkt ausschließliche Gesetzgebungsbefugnisse der Länder auf den Gebieten der,95,7.0
440,"schulischen Bildung, der Kultur oder des Rundfunks betroffen sind, wird die Wahrnehmung der Rechte, die",103,5.933333333333334
441,"der Bundesrepublik Deutschland als Mitgliedstaat der Europäischen Union zustehen, vom Bund auf einen vom",104,6.5
442,Bundesrat benannten Vertreter der Länder übertragen. Die Wahrnehmung der Rechte erfolgt unter Beteiligung,105,7.153846153846154
443,und in Abstimmung mit der Bundesregierung; dabei ist die gesamtstaatliche Verantwortung des Bundes zu,101,6.285714285714286
444,wahren.,7,7.0
445,"(7) Das Nähere zu den Absätzen 4 bis 6 regelt ein Gesetz, das der Zustimmung des Bundesrates bedarf.",100,4.611111111111111
446,Art 24 ,7,3.0
447,,0,0.0
448, ,1,1.0
449,,0,0.0
450,(1) Der Bund kann durch Gesetz Hoheitsrechte auf zwischenstaatliche Einrichtungen übertragen.,93,7.545454545454546
451,(1a) Soweit die Länder für die Ausübung der staatlichen Befugnisse und die Erfüllung der staatlichen Aufgaben,109,5.875
452,"zuständig sind, können sie mit Zustimmung der Bundesregierung Hoheitsrechte auf grenznachbarschaftliche",103,8.454545454545455
453,Einrichtungen übertragen.,25,12.0
454,(2) Der Bund kann sich zur Wahrung des Friedens einem System gegenseitiger kollektiver Sicherheit einordnen;,108,6.266666666666667
455,"er wird hierbei in die Beschränkungen seiner Hoheitsrechte einwilligen, die eine friedliche und dauerhafte",106,6.642857142857143
456,Ordnung in Europa und zwischen den Völkern der Welt herbeiführen und sichern.,77,5.5
457,"(3) Zur Regelung zwischenstaatlicher Streitigkeiten wird der Bund Vereinbarungen über eine allgemeine,",102,7.583333333333333
458,"umfassende, obligatorische, internationale Schiedsgerichtsbarkeit beitreten.",76,14.4
459,Art 25 ,7,3.0
460,,0,0.0
461, ,1,1.0
462,,0,0.0
463,Die allgemeinen Regeln des Völkerrechtes sind Bestandteil des Bundesrechtes. Sie gehen den Gesetzen vor und,107,6.2
464,erzeugen Rechte und Pflichten unmittelbar für die Bewohner des Bundesgebietes.,78,6.9
465,Art 26 ,7,3.0
466,,0,0.0
467, ,1,1.0
468,,0,0.0
469,"(1) Handlungen, die geeignet sind und in der Absicht vorgenommen werden, das friedliche Zusammenleben der",105,6.066666666666666
470,"Völker zu stören, insbesondere die Führung eines Angriffskrieges vorzubereiten, sind verfassungswidrig. Sie sind",112,7.6923076923076925
471,unter Strafe zu stellen.,24,5.25
472,,0,0.0
473,- Seite 8 von 50 -,18,2.1666666666666665
474,,0,0.0
475,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
476,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
477,,0,0.0
478,"(2) Zur Kriegführung bestimmte Waffen dürfen nur mit Genehmigung der Bundesregierung hergestellt, befördert",107,7.3076923076923075
479,und in Verkehr gebracht werden. Das Nähere regelt ein Bundesgesetz.,67,5.8
480,Art 27 ,7,3.0
481,,0,0.0
482, ,1,1.0
483,,0,0.0
484,Alle deutschen Kauffahrteischiffe bilden eine einheitliche Handelsflotte.,73,9.571428571428571
485,Art 28 ,7,3.0
486,,0,0.0
487, ,1,1.0
488,,0,0.0
489,"(1) Die verfassungsmäßige Ordnung in den Ländern muß den Grundsätzen des republikanischen, demokratischen",105,7.153846153846154
490,"und sozialen Rechtsstaates im Sinne dieses Grundgesetzes entsprechen. In den Ländern, Kreisen und Gemeinden",107,6.714285714285714
491,"muß das Volk eine Vertretung haben, die aus allgemeinen, unmittelbaren, freien, gleichen und geheimen Wahlen",108,6.266666666666667
492,"hervorgegangen ist. Bei Wahlen in Kreisen und Gemeinden sind auch Personen, die die Staatsangehörigkeit",103,6.428571428571429
493,"eines Mitgliedstaates der Europäischen Gemeinschaft besitzen, nach Maßgabe von Recht der Europäischen",101,7.5
494,Gemeinschaft wahlberechtigt und wählbar. In Gemeinden kann an die Stelle einer gewählten Körperschaft die,105,6.571428571428571
495,Gemeindeversammlung treten.,27,13.0
496,"(2) Den Gemeinden muß das Recht gewährleistet sein, alle Angelegenheiten der örtlichen Gemeinschaft im",102,6.357142857142857
497,Rahmen der Gesetze in eigener Verantwortung zu regeln. Auch die Gemeindeverbände haben im Rahmen ihres,102,5.866666666666666
498,gesetzlichen Aufgabenbereiches nach Maßgabe der Gesetze das Recht der Selbstverwaltung. Die Gewährleistung,106,7.916666666666667
499,der Selbstverwaltung umfaßt auch die Grundlagen der finanziellen Eigenverantwortung; zu diesen Grundlagen,105,7.833333333333333
500,gehört eine den Gemeinden mit Hebesatzrecht zustehende wirtschaftskraftbezogene Steuerquelle.,93,9.444444444444445
501,"(3) Der Bund gewährleistet, daß die verfassungsmäßige Ordnung der Länder den Grundrechten und den",97,6.0
502,Bestimmungen der Absätze 1 und 2 entspricht.,44,5.428571428571429
503,Art 29 ,7,3.0
504,,0,0.0
505, ,1,1.0
506,,0,0.0
507,"(1) Das Bundesgebiet kann neu gegliedert werden, um zu gewährleisten, daß die Länder nach Größe",95,5.4
508,und Leistungsfähigkeit die ihnen obliegenden Aufgaben wirksam erfüllen können. Dabei sind die,93,6.833333333333333
509,"landsmannschaftliche Verbundenheit, die geschichtlichen und kulturellen Zusammenhänge, die wirtschaftliche",106,10.88888888888889
510,Zweckmäßigkeit sowie die Erfordernisse der Raumordnung und der Landesplanung zu berücksichtigen.,96,7.818181818181818
511,"(2) Maßnahmen zur Neugliederung des Bundesgebietes ergehen durch Bundesgesetz, das der Bestätigung durch",104,7.076923076923077
512,Volksentscheid bedarf. Die betroffenen Länder sind zu hören.,60,6.625
513,"(3) Der Volksentscheid findet in den Ländern statt, aus deren Gebieten oder Gebietsteilen ein neues oder neu",108,5.411764705882353
514,"umgrenztes Land gebildet werden soll (betroffene Länder). Abzustimmen ist über die Frage, ob die betroffenen",108,6.266666666666667
515,Länder wie bisher bestehenbleiben sollen oder ob das neue oder neu umgrenzte Land gebildet werden soll.,103,5.5
516,"Der Volksentscheid für die Bildung eines neuen oder neu umgrenzten Landes kommt zustande, wenn in",97,5.533333333333333
517,"dessen künftigem Gebiet und insgesamt in den Gebieten oder Gebietsteilen eines betroffenen Landes, deren",104,6.5
518,"Landeszugehörigkeit im gleichen Sinne geändert werden soll, jeweils eine Mehrheit der Änderung zustimmt. Er",107,6.714285714285714
519,"kommt nicht zustande, wenn im Gebiet eines der betroffenen Länder eine Mehrheit die Änderung ablehnt; die",105,5.625
520,"Ablehnung ist jedoch unbeachtlich, wenn in einem Gebietsteil, dessen Zugehörigkeit zu dem betroffenen Land",106,6.642857142857143
521,"geändert werden soll, eine Mehrheit von zwei Dritteln der Änderung zustimmt, es sei denn, daß im Gesamtgebiet",109,5.470588235294118
522,des betroffenen Landes eine Mehrheit von zwei Dritteln die Änderung ablehnt.,76,6.0
523,"(4) Wird in einem zusammenhängenden, abgegrenzten Siedlungs- und Wirtschaftsraum, dessen Teile in",97,7.166666666666667
524,"mehreren Ländern liegen und der mindestens eine Million Einwohner hat, von einem Zehntel der in ihm",99,5.25
525,"zum Bundestag Wahlberechtigten durch Volksbegehren gefordert, daß für diesen Raum eine einheitliche",99,7.333333333333333
526,"Landeszugehörigkeit herbeigeführt werde, so ist durch Bundesgesetz innerhalb von zwei Jahren entweder zu",104,7.076923076923077
527,"bestimmen, ob die Landeszugehörigkeit gemäß Absatz 2 geändert wird, oder daß in den betroffenen Ländern",103,5.933333333333334
528,eine Volksbefragung stattfindet.,32,10.0
529,"(5) Die Volksbefragung ist darauf gerichtet festzustellen, ob eine in dem Gesetz vorzuschlagende Änderung der",109,6.333333333333333
530,"Landeszugehörigkeit Zustimmung findet. Das Gesetz kann verschiedene, jedoch nicht mehr als zwei Vorschläge",106,7.230769230769231
531,der Volksbefragung vorlegen. Stimmt eine Mehrheit einer vorgeschlagenen Änderung der Landeszugehörigkeit,104,8.545454545454545
532,"zu, so ist durch Bundesgesetz innerhalb von zwei Jahren zu bestimmen, ob die Landeszugehörigkeit gemäß",102,5.866666666666666
533,Absatz 2 geändert wird. Findet ein der Volksbefragung vorgelegter Vorschlag eine den Maßgaben des Absatzes,106,6.133333333333334
534,"3 Satz 3 und 4 entsprechende Zustimmung, so ist innerhalb von zwei Jahren nach der Durchführung der",99,4.882352941176471
535,"Volksbefragung ein Bundesgesetz zur Bildung des vorgeschlagenen Landes zu erlassen, das der Bestätigung",103,7.0
536,durch Volksentscheid nicht mehr bedarf.,39,7.0
537,- Seite 9 von 50 -,18,2.1666666666666665
538,,0,0.0
539,Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz,72,7.111111111111111
540,sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de,60,7.714285714285714
541,,0,0.0
542,"(6) Mehrheit im Volksentscheid und in der Volksbefragung ist die Mehrheit der abgegebenen Stimmen, wenn",103,5.933333333333334
543,sie mindestens ein Viertel der zum Bundestag Wahlberechtigten umfaßt. Im übrigen wird das Nähere über,101,5.8
544,"Volksentscheid, Volksbegehren und Volksbefragung durch ein Bundesgesetz geregelt; dieses kann auch",98,8.0
545,"vorsehen, daß Volksbegehren innerhalb eines Zeitraumes von fünf Jahren nicht wiederholt werden können.",102,6.923076923076923
546,(7) Sonstige Änderungen des Gebietsbestandes der Länder können durch Staatsverträge der beteiligten,99,7.333333333333333
547,"Länder oder durch Bundesgesetz mit Zustimmung des Bundesrates erfolgen, wenn das Gebiet, dessen",95,6.384615384615385
548,"Landeszugehörigkeit geändert werden soll, nicht mehr als 50.000 Einwohner hat. Das Nähere regelt ein",100,6.214285714285714
549,"Bundesgesetz, das der Zustimmung des Bundesrates und der Mehrheit der Mitglieder des Bundestages bedarf.",104,6.5
550,Es muß die Anhörung der betroffenen Gemeinden und Kreise vorsehen.,66,5.7
551,(8) Die Länder können eine Neugliederung für das jeweils von ihnen umfaßte Gebiet oder für Teilgebiete,102,5.4375
552,abweichend von den Vorschriften der Absätze 2 bis 7 durch Staatsvertrag regeln. Die betroffenen Gemeinden,105,6.066666666666666
553,und Kreise sind zu hören. Der Staatsvertrag bedarf der Bestätigung durch Volksentscheid in jedem beteiligten,108,6.266666666666667
554,"Land. Betrifft der Staatsvertrag Teilgebiete der Länder, kann die Bestätigung auf Volksentscheide in diesen",107,6.714285714285714
555,Teilgebieten beschränkt werden; Satz 5 zweiter Halbsatz findet keine Anwendung. Bei einem Volksentscheid,104,7.076923076923077
